reactor,run,echem,rep,minutes,E,t,electrode,current,exp
transfer,1,GC,7,970.9,-0.236,79.000015,i2,-1.5824385e-8,1
transfer,1,GC,7,970.9,-0.237,79.333351,i2,-1.6180415e-8,1
transfer,1,GC,7,970.9,-0.238,79.666687,i2,-1.6451931e-8,1
transfer,1,GC,7,970.9,-0.239,80.000023,i2,-1.6765066e-8,1
transfer,1,GC,7,970.9,-0.24,80.333359,i2,-1.7010382e-8,1
transfer,1,GC,7,970.9,-0.241,80.666695,i2,-1.7402199e-8,1
transfer,1,GC,7,970.9,-0.242,81.000031,i2,-1.779785e-8,1
transfer,1,GC,7,970.9,-0.243,81.333366,i2,-1.8348313e-8,1
transfer,1,GC,7,970.9,-0.244,81.666702,i2,-1.8614955e-8,1
transfer,1,GC,7,970.9,-0.245,82.000038,i2,-1.8981611e-8,1
transfer,1,GC,7,970.9,-0.246,82.333374,i2,-1.9281085e-8,1
transfer,1,GC,7,970.9,-0.247,82.66671,i2,-1.9696946e-8,1
transfer,1,GC,7,970.9,-0.248,83.000046,i2,-2.0149555e-8,1
transfer,1,GC,7,970.9,-0.249,83.333382,i2,-2.0601124e-8,1
transfer,1,GC,7,970.9,-0.25,83.666718,i2,-2.1028487e-8,1
transfer,1,GC,7,970.9,-0.251,84.000053,i2,-2.1442911e-8,1
transfer,1,GC,7,970.9,-0.252,84.333389,i2,-2.187427e-8,1
transfer,1,GC,7,970.9,-0.253,84.666725,i2,-2.2315932e-8,1
transfer,1,GC,7,970.9,-0.254,85.000061,i2,-2.2731157e-8,1
transfer,1,GC,7,970.9,-0.255,85.333397,i2,-2.3171621e-8,1
transfer,1,GC,7,970.9,-0.256,85.666733,i2,-2.3634135e-8,1
transfer,1,GC,7,970.9,-0.257,86.000069,i2,-2.4092811e-8,1
transfer,1,GC,7,970.9,-0.258,86.333405,i2,-2.4559398e-8,1
transfer,1,GC,7,970.9,-0.259,86.66674,i2,-2.5016877e-8,1
transfer,1,GC,7,970.9,-0.26,87.000076,i2,-2.5480428e-8,1
transfer,1,GC,7,970.9,-0.261,87.333412,i2,-2.5931199e-8,1
transfer,1,GC,7,970.9,-0.262,87.666748,i2,-2.6377974e-8,1
transfer,1,GC,7,970.9,-0.263,88.000084,i2,-2.6775066e-8,1
transfer,1,GC,7,970.9,-0.264,88.33342,i2,-2.7177185e-8,1
transfer,1,GC,7,970.9,-0.265,88.666756,i2,-2.7606708e-8,1
transfer,1,GC,7,970.9,-0.266,89.000092,i2,-2.8115311e-8,1
transfer,1,GC,7,970.9,-0.267,89.333427,i2,-2.8592602e-8,1
transfer,1,GC,7,970.9,-0.268,89.666763,i2,-2.9010302e-8,1
transfer,1,GC,7,970.9,-0.269,90.000099,i2,-2.9444776e-8,1
transfer,1,GC,7,970.9,-0.27,90.333435,i2,-2.9856324e-8,1
transfer,1,GC,7,970.9,-0.271,90.666771,i2,-3.0246543e-8,1
transfer,1,GC,7,970.9,-0.272,91.000107,i2,-3.0580686e-8,1
transfer,1,GC,7,970.9,-0.273,91.333443,i2,-3.0942228e-8,1
transfer,1,GC,7,970.9,-0.274,91.666779,i2,-3.1346588e-8,1
transfer,1,GC,7,970.9,-0.275,92.000114,i2,-3.1657564e-8,1
transfer,1,GC,7,970.9,-0.276,92.33345,i2,-3.1972139e-8,1
transfer,1,GC,7,970.9,-0.277,92.666786,i2,-3.2364355e-8,1
transfer,1,GC,7,970.9,-0.278,93.000122,i2,-3.2632755e-8,1
transfer,1,GC,7,970.9,-0.279,93.333458,i2,-3.2934786e-8,1
transfer,1,GC,7,970.9,-0.28,93.666794,i2,-3.3299123e-8,1
transfer,1,GC,7,970.9,-0.281,94.00013,i2,-3.3529901e-8,1
transfer,1,GC,7,970.9,-0.282,94.333466,i2,-3.3856217e-8,1
transfer,1,GC,7,970.9,-0.283,94.666801,i2,-3.4141554e-8,1
transfer,1,GC,7,970.9,-0.284,95.000137,i2,-3.4380715e-8,1
transfer,1,GC,7,970.9,-0.285,95.333473,i2,-3.4669167e-8,1
transfer,1,GC,7,970.9,-0.286,95.666809,i2,-3.4885886e-8,1
transfer,1,GC,7,970.9,-0.287,96.000145,i2,-3.5173379e-8,1
transfer,1,GC,7,970.9,-0.288,96.333481,i2,-3.5367652e-8,1
transfer,1,GC,7,970.9,-0.289,96.666817,i2,-3.5625266e-8,1
transfer,1,GC,7,970.9,-0.29,97.000153,i2,-3.5841023e-8,1
transfer,1,GC,7,970.9,-0.291,97.333488,i2,-3.6044803e-8,1
transfer,1,GC,7,970.9,-0.292,97.666824,i2,-3.6301223e-8,1
transfer,1,GC,7,970.9,-0.293,98.00016,i2,-3.6432066e-8,1
transfer,1,GC,7,970.9,-0.294,98.333496,i2,-3.6690246e-8,1
transfer,1,GC,7,970.9,-0.295,98.666832,i2,-3.6837545e-8,1
transfer,1,GC,7,970.9,-0.296,99.000168,i2,-3.7009208e-8,1
transfer,1,GC,7,970.9,-0.297,99.333504,i2,-3.7247094e-8,1
transfer,1,GC,7,970.9,-0.298,99.66684,i2,-3.7346787e-8,1
transfer,1,GC,7,970.9,-0.299,100.00018,i2,-3.7536026e-8,1
transfer,1,GC,7,970.9,-0.3,100.33351,i2,-3.7733251e-8,1
transfer,1,GC,7,970.9,-0.301,100.66685,i2,-3.7839094e-8,1
transfer,1,GC,7,970.9,-0.302,101.00018,i2,-3.7988155e-8,1
transfer,1,GC,7,970.9,-0.303,101.33352,i2,-3.8211343e-8,1
transfer,1,GC,7,970.9,-0.304,101.66685,i2,-3.8285869e-8,1
transfer,1,GC,7,970.9,-0.305,102.00019,i2,-3.8377255e-8,1
transfer,1,GC,7,970.9,-0.306,102.33353,i2,-3.8549718e-8,1
transfer,1,GC,7,970.9,-0.307,102.66686,i2,-3.8697898e-8,1
transfer,1,GC,7,970.9,-0.308,103.0002,i2,-3.8777383e-8,1
transfer,1,GC,7,970.9,-0.309,103.33353,i2,-3.8867885e-8,1
transfer,1,GC,7,970.9,-0.31,103.66687,i2,-3.9019021e-8,1
transfer,1,GC,7,970.9,-0.311,104.00021,i2,-3.9175188e-8,1
transfer,1,GC,7,970.9,-0.312,104.33354,i2,-3.9254591e-8,1
transfer,1,GC,7,970.9,-0.313,104.66688,i2,-3.9325847e-8,1
transfer,1,GC,7,970.9,-0.314,105.00021,i2,-3.9440394e-8,1
transfer,1,GC,7,970.9,-0.315,105.33355,i2,-3.9585696e-8,1
transfer,1,GC,7,970.9,-0.316,105.66689,i2,-3.970057e-8,1
transfer,1,GC,7,970.9,-0.317,106.00022,i2,-3.9760081e-8,1
transfer,1,GC,7,970.9,-0.318,106.33356,i2,-3.9814797e-8,1
transfer,1,GC,7,970.9,-0.319,106.66689,i2,-3.990818e-8,1
transfer,1,GC,7,970.9,-0.32,107.00023,i2,-4.0010825e-8,1
transfer,1,GC,7,970.9,-0.321,107.33356,i2,-4.0097095e-8,1
transfer,1,GC,7,970.9,-0.322,107.6669,i2,-4.0197268e-8,1
transfer,1,GC,7,970.9,-0.323,108.00024,i2,-4.0262773e-8,1
transfer,1,GC,7,970.9,-0.324,108.33357,i2,-4.0297522e-8,1
transfer,1,GC,7,970.9,-0.325,108.66691,i2,-4.037804e-8,1
transfer,1,GC,7,970.9,-0.326,109.00024,i2,-4.0454008e-8,1
transfer,1,GC,7,970.9,-0.327,109.33358,i2,-4.0563044e-8,1
transfer,1,GC,7,970.9,-0.328,109.66692,i2,-4.0645883e-8,1
transfer,1,GC,7,970.9,-0.329,110.00025,i2,-4.0701959e-8,1
transfer,1,GC,7,970.9,-0.33,110.33359,i2,-4.0742378e-8,1
transfer,1,GC,7,970.9,-0.331,110.66692,i2,-4.0787192e-8,1
transfer,1,GC,7,970.9,-0.332,111.00026,i2,-4.0854932e-8,1
transfer,1,GC,7,970.9,-0.333,111.3336,i2,-4.0940805e-8,1
transfer,1,GC,7,970.9,-0.334,111.66693,i2,-4.102364e-8,1
transfer,1,GC,7,970.9,-0.335,112.00027,i2,-4.111207e-8,1
transfer,1,GC,7,970.9,-0.336,112.3336,i2,-4.117134e-8,1
transfer,1,GC,7,970.9,-0.337,112.66694,i2,-4.120561e-8,1
transfer,1,GC,7,970.9,-0.338,113.00027,i2,-4.123229e-8,1
transfer,1,GC,7,970.9,-0.339,113.33361,i2,-4.1268159e-8,1
transfer,1,GC,7,970.9,-0.34,113.66695,i2,-4.1315769e-8,1
transfer,1,GC,7,970.9,-0.341,114.00028,i2,-4.1358422e-8,1
transfer,1,GC,7,970.9,-0.342,114.33362,i2,-4.1431512e-8,1
transfer,1,GC,7,970.9,-0.343,114.66695,i2,-4.1488711e-8,1
transfer,1,GC,7,970.9,-0.344,115.00029,i2,-4.1544467e-8,1
transfer,1,GC,7,970.9,-0.345,115.33363,i2,-4.1604775e-8,1
transfer,1,GC,7,970.9,-0.346,115.66696,i2,-4.1642799e-8,1
transfer,1,GC,7,970.9,-0.347,116.0003,i2,-4.166964e-8,1
transfer,1,GC,7,970.9,-0.348,116.33363,i2,-4.169744e-8,1
transfer,1,GC,7,970.9,-0.349,116.66697,i2,-4.1716291e-8,1
transfer,1,GC,7,970.9,-0.35,117.00031,i2,-4.1737138e-8,1
transfer,1,GC,7,970.9,-0.351,117.33364,i2,-4.1759744e-8,1
transfer,1,GC,7,970.9,-0.352,117.66698,i2,-4.1786187e-8,1
transfer,1,GC,7,970.9,-0.353,118.00031,i2,-4.1804718e-8,1
transfer,1,GC,7,970.9,-0.354,118.33365,i2,-4.1855365e-8,1
transfer,1,GC,7,970.9,-0.355,118.66698,i2,-4.1906489e-8,1
transfer,1,GC,7,970.9,-0.356,119.00032,i2,-4.1927816e-8,1
transfer,1,GC,7,970.9,-0.357,119.33366,i2,-4.197846e-8,1
transfer,1,GC,7,970.9,-0.358,119.66699,i2,-4.2021277e-8,1
transfer,1,GC,7,970.9,-0.359,120.00033,i2,-4.2085023e-8,1
transfer,1,GC,7,970.9,-0.36,120.33366,i2,-4.2123926e-8,1
transfer,1,GC,7,970.9,-0.361,120.667,i2,-4.2146851e-8,1
transfer,1,GC,7,970.9,-0.362,121.00034,i2,-4.2176087e-8,1
transfer,1,GC,7,970.9,-0.363,121.33367,i2,-4.2182158e-8,1
transfer,1,GC,7,970.9,-0.364,121.66701,i2,-4.2194458e-8,1
transfer,1,GC,7,970.9,-0.365,122.00034,i2,-4.220125e-8,1
transfer,1,GC,7,970.9,-0.366,122.33368,i2,-4.2206601e-8,1
transfer,1,GC,7,970.9,-0.367,122.66702,i2,-4.2214431e-8,1
transfer,1,GC,7,970.9,-0.368,123.00035,i2,-4.222705e-8,1
transfer,1,GC,7,970.9,-0.369,123.33369,i2,-4.2241112e-8,1
transfer,1,GC,7,970.9,-0.37,123.66702,i2,-4.2259405e-8,1
transfer,1,GC,7,970.9,-0.371,124.00036,i2,-4.2280092e-8,1
transfer,1,GC,7,970.9,-0.372,124.33369,i2,-4.2307171e-8,1
transfer,1,GC,7,970.9,-0.373,124.66703,i2,-4.2311807e-8,1
transfer,1,GC,7,970.9,-0.374,125.00037,i2,-4.235574e-8,1
transfer,1,GC,7,970.9,-0.375,125.3337,i2,-4.2399677e-8,1
transfer,1,GC,7,970.9,-0.376,125.66704,i2,-4.2440814e-8,1
transfer,1,GC,7,970.9,-0.377,126.00037,i2,-4.247692e-8,1
transfer,1,GC,7,970.9,-0.378,126.33371,i2,-4.2511427e-8,1
transfer,1,GC,7,970.9,-0.379,126.66705,i2,-4.2545299e-8,1
transfer,1,GC,7,970.9,-0.38,127.00038,i2,-4.2584041e-8,1
transfer,1,GC,7,970.9,-0.381,127.33372,i2,-4.2619028e-8,1
transfer,1,GC,7,970.9,-0.382,127.66705,i2,-4.2642274e-8,1
transfer,1,GC,7,970.9,-0.383,128.00038,i2,-4.2663601e-8,1
transfer,1,GC,7,970.9,-0.384,128.33371,i2,-4.2680057e-8,1
transfer,1,GC,7,970.9,-0.385,128.66704,i2,-4.2695476e-8,1
transfer,1,GC,7,970.9,-0.386,129.00037,i2,-4.271137e-8,1
transfer,1,GC,7,970.9,-0.387,129.33369,i2,-4.2729983e-8,1
transfer,1,GC,7,970.9,-0.388,129.66702,i2,-4.2756586e-8,1
transfer,1,GC,7,970.9,-0.389,130.00035,i2,-4.2786141e-8,1
transfer,1,GC,7,970.9,-0.39,130.33368,i2,-4.2818812e-8,1
transfer,1,GC,7,970.9,-0.391,130.66701,i2,-4.2854836e-8,1
transfer,1,GC,7,970.9,-0.392,131.00034,i2,-4.2902368e-8,1
transfer,1,GC,7,970.9,-0.393,131.33366,i2,-4.2923297e-8,1
transfer,1,GC,7,970.9,-0.394,131.66699,i2,-4.2999741e-8,1
transfer,1,GC,7,970.9,-0.395,132.00032,i2,-4.3045116e-8,1
transfer,1,GC,7,970.9,-0.396,132.33365,i2,-4.307595e-8,1
transfer,1,GC,7,970.9,-0.397,132.66698,i2,-4.3106784e-8,1
transfer,1,GC,7,970.9,-0.398,133.00031,i2,-4.3137298e-8,1
transfer,1,GC,7,970.9,-0.399,133.33363,i2,-4.3159424e-8,1
transfer,1,GC,8,974.1166666666667,0,0.33333334,i2,-6.6198531e-8,1
transfer,1,GC,8,974.1166666666667,-0.001,0.66666669,i2,-6.1892614e-8,1
transfer,1,GC,8,974.1166666666667,-0.002,1,i2,-5.8152651e-8,1
transfer,1,GC,8,974.1166666666667,-0.003,1.3333334,i2,-5.4975455e-8,1
transfer,1,GC,8,974.1166666666667,-0.004,1.6666667,i2,-5.2108199e-8,1
transfer,1,GC,8,974.1166666666667,-0.005,2,i2,-4.9658723e-8,1
transfer,1,GC,8,974.1166666666667,-0.006,2.3333333,i2,-4.7417178e-8,1
transfer,1,GC,8,974.1166666666667,-0.007,2.6666665,i2,-4.5466397e-8,1
transfer,1,GC,8,974.1166666666667,-0.008,2.9999998,i2,-4.3668269e-8,1
transfer,1,GC,8,974.1166666666667,-0.009,3.333333,i2,-4.2071843e-8,1
transfer,1,GC,8,974.1166666666667,-0.01,3.6666663,i2,-4.0555058e-8,1
transfer,1,GC,8,974.1166666666667,-0.011,3.9999995,i2,-3.9243805e-8,1
transfer,1,GC,8,974.1166666666667,-0.012,4.333333,i2,-3.8013233e-8,1
transfer,1,GC,8,974.1166666666667,-0.013,4.6666665,i2,-3.6873089e-8,1
transfer,1,GC,8,974.1166666666667,-0.014,5,i2,-3.5796372e-8,1
transfer,1,GC,8,974.1166666666667,-0.015,5.3333335,i2,-3.4839235e-8,1
transfer,1,GC,8,974.1166666666667,-0.016,5.666667,i2,-3.3897916e-8,1
transfer,1,GC,8,974.1166666666667,-0.017,6.0000005,i2,-3.3063717e-8,1
transfer,1,GC,8,974.1166666666667,-0.018,6.333334,i2,-3.2283996e-8,1
transfer,1,GC,8,974.1166666666667,-0.019,6.6666675,i2,-3.1526397e-8,1
transfer,1,GC,8,974.1166666666667,-0.02,7.000001,i2,-3.0851321e-8,1
transfer,1,GC,8,974.1166666666667,-0.021,7.3333344,i2,-3.0214988e-8,1
transfer,1,GC,8,974.1166666666667,-0.022,7.6666679,i2,-2.9523617e-8,1
transfer,1,GC,8,974.1166666666667,-0.023,8.000001,i2,-2.8983701e-8,1
transfer,1,GC,8,974.1166666666667,-0.024,8.333334,i2,-2.834385e-8,1
transfer,1,GC,8,974.1166666666667,-0.025,8.666667,i2,-2.7736354e-8,1
transfer,1,GC,8,974.1166666666667,-0.026,9,i2,-2.7209378e-8,1
transfer,1,GC,8,974.1166666666667,-0.027,9.333333,i2,-2.6750461e-8,1
transfer,1,GC,8,974.1166666666667,-0.028,9.666666,i2,-2.6298014e-8,1
transfer,1,GC,8,974.1166666666667,-0.029,9.999999,i2,-2.58903e-8,1
transfer,1,GC,8,974.1166666666667,-0.03,10.333332,i2,-2.5457583e-8,1
transfer,1,GC,8,974.1166666666667,-0.031,10.666665,i2,-2.5051227e-8,1
transfer,1,GC,8,974.1166666666667,-0.032,10.999998,i2,-2.4623223e-8,1
transfer,1,GC,8,974.1166666666667,-0.033,11.333331,i2,-2.4293074e-8,1
transfer,1,GC,8,974.1166666666667,-0.034,11.666664,i2,-2.3971392e-8,1
transfer,1,GC,8,974.1166666666667,-0.035,11.999997,i2,-2.3604738e-8,1
transfer,1,GC,8,974.1166666666667,-0.036,12.33333,i2,-2.3250223e-8,1
transfer,1,GC,8,974.1166666666667,-0.037,12.666663,i2,-2.3011539e-8,1
transfer,1,GC,8,974.1166666666667,-0.038,12.999996,i2,-2.2631545e-8,1
transfer,1,GC,8,974.1166666666667,-0.039,13.333329,i2,-2.2398371e-8,1
transfer,1,GC,8,974.1166666666667,-0.04,13.666662,i2,-2.2098657e-8,1
transfer,1,GC,8,974.1166666666667,-0.041,13.999995,i2,-2.1808368e-8,1
transfer,1,GC,8,974.1166666666667,-0.042,14.333328,i2,-2.1579588e-8,1
transfer,1,GC,8,974.1166666666667,-0.043,14.666661,i2,-2.1271886e-8,1
transfer,1,GC,8,974.1166666666667,-0.044,14.999994,i2,-2.107434e-8,1
transfer,1,GC,8,974.1166666666667,-0.045,15.333327,i2,-2.0787965e-8,1
transfer,1,GC,8,974.1166666666667,-0.046,15.66666,i2,-2.0602002e-8,1
transfer,1,GC,8,974.1166666666667,-0.047,15.999993,i2,-2.0319542e-8,1
transfer,1,GC,8,974.1166666666667,-0.048,16.333326,i2,-2.0134697e-8,1
transfer,1,GC,8,974.1166666666667,-0.049,16.66666,i2,-1.9919497e-8,1
transfer,1,GC,8,974.1166666666667,-0.05,16.999994,i2,-1.9682409e-8,1
transfer,1,GC,8,974.1166666666667,-0.051,17.333328,i2,-1.9545412e-8,1
transfer,1,GC,8,974.1166666666667,-0.052,17.666662,i2,-1.9269983e-8,1
transfer,1,GC,8,974.1166666666667,-0.053,17.999996,i2,-1.9153436e-8,1
transfer,1,GC,8,974.1166666666667,-0.054,18.33333,i2,-1.8961879e-8,1
transfer,1,GC,8,974.1166666666667,-0.055,18.666664,i2,-1.8743325e-8,1
transfer,1,GC,8,974.1166666666667,-0.056,18.999998,i2,-1.8634767e-8,1
transfer,1,GC,8,974.1166666666667,-0.057,19.333332,i2,-1.838362e-8,1
transfer,1,GC,8,974.1166666666667,-0.058,19.666666,i2,-1.8221542e-8,1
transfer,1,GC,8,974.1166666666667,-0.059,20,i2,-1.8131676e-8,1
transfer,1,GC,8,974.1166666666667,-0.06,20.333334,i2,-1.791296e-8,1
transfer,1,GC,8,974.1166666666667,-0.061,20.666668,i2,-1.7759747e-8,1
transfer,1,GC,8,974.1166666666667,-0.062,21.000002,i2,-1.7667166e-8,1
transfer,1,GC,8,974.1166666666667,-0.063,21.333336,i2,-1.7484478e-8,1
transfer,1,GC,8,974.1166666666667,-0.064,21.66667,i2,-1.731401e-8,1
transfer,1,GC,8,974.1166666666667,-0.065,22.000004,i2,-1.7214317e-8,1
transfer,1,GC,8,974.1166666666667,-0.066,22.333338,i2,-1.7104641e-8,1
transfer,1,GC,8,974.1166666666667,-0.067,22.666672,i2,-1.6914525e-8,1
transfer,1,GC,8,974.1166666666667,-0.068,23.000006,i2,-1.6754761e-8,1
transfer,1,GC,8,974.1166666666667,-0.069,23.33334,i2,-1.6707393e-8,1
transfer,1,GC,8,974.1166666666667,-0.07,23.666674,i2,-1.6580461e-8,1
transfer,1,GC,8,974.1166666666667,-0.071,24.000008,i2,-1.6395456e-8,1
transfer,1,GC,8,974.1166666666667,-0.072,24.333342,i2,-1.6281785e-8,1
transfer,1,GC,8,974.1166666666667,-0.073,24.666676,i2,-1.6211729e-8,1
transfer,1,GC,8,974.1166666666667,-0.074,25.00001,i2,-1.6083678e-8,1
transfer,1,GC,8,974.1166666666667,-0.075,25.333344,i2,-1.5925915e-8,1
transfer,1,GC,8,974.1166666666667,-0.076,25.666677,i2,-1.58009e-8,1
transfer,1,GC,8,974.1166666666667,-0.077,26.000011,i2,-1.5735237e-8,1
transfer,1,GC,8,974.1166666666667,-0.078,26.333345,i2,-1.5662785e-8,1
transfer,1,GC,8,974.1166666666667,-0.079,26.666679,i2,-1.5498308e-8,1
transfer,1,GC,8,974.1166666666667,-0.08,27.000013,i2,-1.5369222e-8,1
transfer,1,GC,8,974.1166666666667,-0.081,27.333347,i2,-1.5287663e-8,1
transfer,1,GC,8,974.1166666666667,-0.082,27.666681,i2,-1.5230707e-8,1
transfer,1,GC,8,974.1166666666667,-0.083,28.000015,i2,-1.5154102e-8,1
transfer,1,GC,8,974.1166666666667,-0.084,28.333349,i2,-1.5036596e-8,1
transfer,1,GC,8,974.1166666666667,-0.085,28.666683,i2,-1.4887298e-8,1
transfer,1,GC,8,974.1166666666667,-0.086,29.000017,i2,-1.4796872e-8,1
transfer,1,GC,8,974.1166666666667,-0.087,29.333351,i2,-1.4759249e-8,1
transfer,1,GC,8,974.1166666666667,-0.088,29.666685,i2,-1.470429e-8,1
transfer,1,GC,8,974.1166666666667,-0.089,30.000019,i2,-1.4554512e-8,1
transfer,1,GC,8,974.1166666666667,-0.09,30.333353,i2,-1.442902e-8,1
transfer,1,GC,8,974.1166666666667,-0.091,30.666687,i2,-1.4362797e-8,1
transfer,1,GC,8,974.1166666666667,-0.092,31.000021,i2,-1.4298014e-8,1
transfer,1,GC,8,974.1166666666667,-0.093,31.333355,i2,-1.4235148e-8,1
transfer,1,GC,8,974.1166666666667,-0.094,31.666689,i2,-1.4157902e-8,1
transfer,1,GC,8,974.1166666666667,-0.095,32.000023,i2,-1.4040476e-8,1
transfer,1,GC,8,974.1166666666667,-0.096,32.333355,i2,-1.3929123e-8,1
transfer,1,GC,8,974.1166666666667,-0.097,32.666687,i2,-1.3846286e-8,1
transfer,1,GC,8,974.1166666666667,-0.098,33.000019,i2,-1.3798356e-8,1
transfer,1,GC,8,974.1166666666667,-0.099,33.333351,i2,-1.3761851e-8,1
transfer,1,GC,8,974.1166666666667,-0.1,33.666683,i2,-1.3701141e-8,1
transfer,1,GC,8,974.1166666666667,-0.101,34.000015,i2,-1.3604006e-8,1
transfer,1,GC,8,974.1166666666667,-0.102,34.333347,i2,-1.3492732e-8,1
transfer,1,GC,8,974.1166666666667,-0.103,34.666679,i2,-1.3412291e-8,1
transfer,1,GC,8,974.1166666666667,-0.104,35.000011,i2,-1.3354137e-8,1
transfer,1,GC,8,974.1166666666667,-0.105,35.333344,i2,-1.3308126e-8,1
transfer,1,GC,8,974.1166666666667,-0.106,35.666676,i2,-1.327146e-8,1
transfer,1,GC,8,974.1166666666667,-0.107,36.000008,i2,-1.3225049e-8,1
transfer,1,GC,8,974.1166666666667,-0.108,36.33334,i2,-1.3155153e-8,1
transfer,1,GC,8,974.1166666666667,-0.109,36.666672,i2,-1.305618e-8,1
transfer,1,GC,8,974.1166666666667,-0.11,37.000004,i2,-1.2951535e-8,1
transfer,1,GC,8,974.1166666666667,-0.111,37.333336,i2,-1.2893063e-8,1
transfer,1,GC,8,974.1166666666667,-0.112,37.666668,i2,-1.2842098e-8,1
transfer,1,GC,8,974.1166666666667,-0.113,38,i2,-1.2812543e-8,1
transfer,1,GC,8,974.1166666666667,-0.114,38.333332,i2,-1.2784984e-8,1
transfer,1,GC,8,974.1166666666667,-0.115,38.666664,i2,-1.2742087e-8,1
transfer,1,GC,8,974.1166666666667,-0.116,38.999996,i2,-1.2666041e-8,1
transfer,1,GC,8,974.1166666666667,-0.117,39.333328,i2,-1.257849e-8,1
transfer,1,GC,8,974.1166666666667,-0.118,39.66666,i2,-1.2505798e-8,1
transfer,1,GC,8,974.1166666666667,-0.119,39.999992,i2,-1.2443172e-8,1
transfer,1,GC,8,974.1166666666667,-0.12,40.333324,i2,-1.2392207e-8,1
transfer,1,GC,8,974.1166666666667,-0.121,40.666656,i2,-1.2351628e-8,1
transfer,1,GC,8,974.1166666666667,-0.122,40.999989,i2,-1.2311128e-8,1
transfer,1,GC,8,974.1166666666667,-0.123,41.333321,i2,-1.226903e-8,1
transfer,1,GC,8,974.1166666666667,-0.124,41.666653,i2,-1.2221581e-8,1
transfer,1,GC,8,974.1166666666667,-0.125,41.999985,i2,-1.2158315e-8,1
transfer,1,GC,8,974.1166666666667,-0.126,42.333317,i2,-1.2084265e-8,1
transfer,1,GC,8,974.1166666666667,-0.127,42.666649,i2,-1.2009895e-8,1
transfer,1,GC,8,974.1166666666667,-0.128,42.999981,i2,-1.1948227e-8,1
transfer,1,GC,8,974.1166666666667,-0.129,43.333313,i2,-1.1896624e-8,1
transfer,1,GC,8,974.1166666666667,-0.13,43.666645,i2,-1.1862116e-8,1
transfer,1,GC,8,974.1166666666667,-0.131,43.999977,i2,-1.1829524e-8,1
transfer,1,GC,8,974.1166666666667,-0.132,44.333309,i2,-1.1800767e-8,1
transfer,1,GC,8,974.1166666666667,-0.133,44.666641,i2,-1.1769533e-8,1
transfer,1,GC,8,974.1166666666667,-0.134,44.999973,i2,-1.1730551e-8,1
transfer,1,GC,8,974.1166666666667,-0.135,45.333305,i2,-1.1670561e-8,1
transfer,1,GC,8,974.1166666666667,-0.136,45.666637,i2,-1.1607933e-8,1
transfer,1,GC,8,974.1166666666667,-0.137,45.999969,i2,-1.1544667e-8,1
transfer,1,GC,8,974.1166666666667,-0.138,46.333302,i2,-1.1469179e-8,1
transfer,1,GC,8,974.1166666666667,-0.139,46.666634,i2,-1.1423248e-8,1
transfer,1,GC,8,974.1166666666667,-0.14,46.999966,i2,-1.1397606e-8,1
transfer,1,GC,8,974.1166666666667,-0.141,47.333298,i2,-1.1363337e-8,1
transfer,1,GC,8,974.1166666666667,-0.142,47.66663,i2,-1.1341769e-8,1
transfer,1,GC,8,974.1166666666667,-0.143,47.999962,i2,-1.1322438e-8,1
transfer,1,GC,8,974.1166666666667,-0.144,48.333294,i2,-1.1301269e-8,1
transfer,1,GC,8,974.1166666666667,-0.145,48.666626,i2,-1.1270355e-8,1
transfer,1,GC,8,974.1166666666667,-0.146,48.999958,i2,-1.123369e-8,1
transfer,1,GC,8,974.1166666666667,-0.147,49.33329,i2,-1.1196225e-8,1
transfer,1,GC,8,974.1166666666667,-0.148,49.666622,i2,-1.1151013e-8,1
transfer,1,GC,8,974.1166666666667,-0.149,49.999954,i2,-1.1094777e-8,1
transfer,1,GC,8,974.1166666666667,-0.15,50.333286,i2,-1.1043013e-8,1
transfer,1,GC,8,974.1166666666667,-0.151,50.666618,i2,-1.0993886e-8,1
transfer,1,GC,8,974.1166666666667,-0.152,50.99995,i2,-1.0950671e-8,1
transfer,1,GC,8,974.1166666666667,-0.153,51.333282,i2,-1.0907136e-8,1
transfer,1,GC,8,974.1166666666667,-0.154,51.666615,i2,-1.0881253e-8,1
transfer,1,GC,8,974.1166666666667,-0.155,51.999947,i2,-1.0857449e-8,1
transfer,1,GC,8,974.1166666666667,-0.156,52.333279,i2,-1.0839796e-8,1
transfer,1,GC,8,974.1166666666667,-0.157,52.666611,i2,-1.08501e-8,1
transfer,1,GC,8,974.1166666666667,-0.158,52.999943,i2,-1.084387e-8,1
transfer,1,GC,8,974.1166666666667,-0.159,53.333275,i2,-1.0827574e-8,1
transfer,1,GC,8,974.1166666666667,-0.16,53.666607,i2,-1.0808961e-8,1
transfer,1,GC,8,974.1166666666667,-0.161,53.999939,i2,-1.0768142e-8,1
transfer,1,GC,8,974.1166666666667,-0.162,54.333271,i2,-1.0746654e-8,1
transfer,1,GC,8,974.1166666666667,-0.163,54.666603,i2,-1.0686424e-8,1
transfer,1,GC,8,974.1166666666667,-0.164,54.999935,i2,-1.0637057e-8,1
transfer,1,GC,8,974.1166666666667,-0.165,55.333267,i2,-1.0597276000000001e-08,1
transfer,1,GC,8,974.1166666666667,-0.166,55.666599,i2,-1.0531694e-8,1
transfer,1,GC,8,974.1166666666667,-0.167,55.999931,i2,-1.0497504e-8,1
transfer,1,GC,8,974.1166666666667,-0.168,56.333263,i2,-1.0478733e-8,1
